carrier_id,n,regret
3382.0,22,0.03124082630330866
8118.0,32,0.033753177151083946
10481.0,26,0.04207822451224694
5463.0,24,0.0459783673286438
5469.0,41,0.046816888378887644
5456.0,20,0.05039712190628052
5503.0,38,0.06158930847519323
