feature,faixa,valor_representativo,n,n_recuperados,taxa_recuperacao,ic_inf,ic_sup
had_foul,0,0,14718,4437,0.30146759070525886,0.2941063080776698,0.3089324856558534
had_foul,1,1,1240,34,0.027419354838709678,0.0196869163150161,0.0380709203741572
