feature,faixa,valor_representativo,n,n_recuperados,taxa_recuperacao,ic_inf,ic_sup
n_adversaries_5m,"(-0.001, 1.0]",0.8357980622131566,11766,3213,0.27307496175420704,0.26509941745078397,0.2811986397805046
n_adversaries_5m,"(1.0, 2.0]",2.0,1957,624,0.3188553909044456,0.2985795030575894,0.33984106084721555
n_adversaries_5m,"(2.0, 5.0]",3.108695652173913,276,85,0.3079710144927536,0.2564529423289108,0.36476134461055776
