feature,faixa,valor_representativo,n,n_recuperados,taxa_recuperacao,ic_inf,ic_sup
is_counterpress,0,0,12010,3256,0.2711074104912573,0.26323117218287506,0.27913003224652244
is_counterpress,1,1,3948,1215,0.30775075987841943,0.2935455603930509,0.3223297317745297
